,sentence
4537,대한민국의 눈부신 IT문화는 이런 팬덤현상에 기술력을 더하면서 팬덤문화를 세계로 뻗어나가는데 일조했다.
4538,과거 네이버 V라이브에서 출발 하이브의 위버스 SM·JYP의 버블 그리고 NC소프트의 유니버스 등은 ‘Z세대’ 팬들의 핵심 디지털 놀이터로 자리잡았다.
4539,최근 NC소프트가 운영하는 글로벌 팬덤 플랫폼 유니버스가 더보이즈와 계약관계를 일방적으로 종료하면서 팬들은 갈 곳을 잃어버렸다.
4540,그간 이들이 커뮤니티에서 쌓은 모든 기록과 추억도 순식간에 사라지게 됐다.
4541,IST 측은 “유니버스 앱을 통해 안내된 더보이즈 프라이빗 메시지 서비스 종료 및 플래닛 이용 안내 공지는 당사와 사전 협의 없이 이루어진 공지이며 현재 상황 파악 중이다라고 전했다.
4542,가요계에서는 유니버스의 이같은 일방적 계약 해지가 K팬덤 문화를 제대로 읽지 못한 성과 위주 IT기업의 만행으로 보고 있다.
4543,하지만 자본의 논리대로 성과를 내지 못했다 해도 팬들을 위해 어느정도 유예기간을 줘야 하지 않느냐는 목소리가 높아지고 있다.
4544,업계에서는 이대로 NC소프트가 유니버스 서비스를 종료할 수 있다는 위기감도 커지고 있다.
4545,한 가요 관계자는 “IT기업인 NC소프트가 K팝팬덤에 대한 깊은 이해 없이 산업에 뛰어들면서이를 이용한 애꿎은 팬들과 아티스트들만 난처해졌다고 지적했다.
4546,대한민국 대표 로코퀸 박민영은 올해에도 JTBC 드라마 ‘기상청 사람들 : 사내연애 잔혹사 편’ tvN 드라마 ‘월수금화목토’의 주연을 맡아 다채로운 캐릭터 연기를 선보이며 시청자들의 마음을 훔쳤다.
4547,뿐만 아니라 디즈니+ 예능 ‘더 존: 버텨야 산다’에서도 예능감을 유감없이 발휘하는 등 ‘만능캐’다운 맹활약을 이어오고 있다.
4548,최근 첫 방송된 ‘일당백집사’에서 주인공 김집사 역을 맡은 이준영은 캐릭터를 섬세하게 그려냈다는 시청자들의 호평 속 배우로서 입지를 더욱 단단하게 다지고 있다.
4549,지난해 넷플릭스 시리즈 지옥에서 강렬한 인상을 남기며 전 세계의 눈도장을 찍은 류경수는 올해 역시 영화 ‘브로커’ ‘대무가’ 넷플릭스 시리즈 ‘글리치’ 등 다양한 작품에서 눈에 띄는 존재감을 발산하고 있다.
4550,임재혁은 넷플릭스 시리즈 ‘지금 우리 학교는’에서 위기의 순간마다 긍정 에너지와 폭발적인 힘으로 친구들의 든든한 방어막 역할을 해내는 양대수 역을 맡아 극에 활력을 불어넣는 등 인상 깊은 연기를 펼치며 존재감을 뽐냈다.
4551,떠오르는 신예 서범준 역시 ‘Asia Artist Awards’에 처음으로 입성한다.
4552,가수 겸 배우 황민현과 그룹 아이즈원 출신으로 국내 팬들에게도 친숙한 멤버 야부키 나코(Yabuki Nako)가 공동 MC를 맡는다.
4553,당시 그는 걸그룹 데뷔를 코 앞에 두고 별다른 이유 없이 하차했으며 이후 믹스 미아로 활동했었다.
4554,특히 ‘머니게임’ ‘피의 게임’을 히트시킨 진용진이 기획에 참여한 세 번째 게임 시리즈로 알려지면서 기회 단계부터 ‘생존 배틀 리얼리티’ 마니아들의 뜨거운 관심을 받아왔다.
4555,이들은 흰 티셔츠에 고유 번호를 단 채 비장한 표정을 지어보이며 이중 뛰어난 미모의 손서아가 단연 시선을 사로잡았다.
4556,버튼게임 기획자인 진용진은 최근 자신의 유튜브 채널에 버튼게임 공식 포스터와 참여자들에 대한 소개를 해놓았다.
4557,방탄소년단은 매년 핼러윈 때마다 팬들을 위한 이벤트로 핼러윈 의상으로 분장하고 안무 연습을 하는 영상을 공개해 즐거움을 선사했다.
4558,뷔는 분장만으로 끝나지 않고 캐릭터에 맞는 연기 표정까지 완벽하게 표현해 연기돌답게 모든 분장을 소화해 뜨거운 반응을 끌어냈다.
4559,백설 공주 조커는 분장하는 순간에는 장난기 가득했지만 냉혹한 포인트를 잘 포착해 캐릭터의 실사판 같은 모습을 뽐냈다.
4560,백설 공주로 분장한 뷔는 공주보다 아름다운 외모와 이에 상반된 터프한 모습으로 춤을 춰 즐거움을 선사했다.
4561,뱀파이어뷔 찰떡인데 어떤 캐릭터든 잘 어울려 다시 핼러윈 분장해주면 좋겠다 백설공주보다 더 공주같은 태형이 태형이는 잘생쁨이라 어떤 분장이든 잘 어울리지 등 뜨거운 반응을 나타냈다.
4562,LG트윈스 치어리더들이 LG유플러스 콘텐츠 브랜드 스튜디오 X+U의 첫 콘텐츠인 스포츠 팩추얼 시리즈 티빙 오리지널 아워게임을 소개하고 있다.
4563,스튜디오 X+U는 LG유플러스가 제작하는 모든 오리지널 콘텐츠에 대한 IP(지식재산권)를 갖는 LG유플러스 콘텐츠 브랜드다.
4564,브랜드명은 고객(U)의 즐거움을 배가(X)하고 새로운 경험을 더한다(+)는 의미를 담고 있다.
4565,LG유플러스는 콘텐츠 기획부터 제작 연출 유통 포맷화 공급망 제휴까지 콘텐츠 전반에 대한 모든 활동을 스튜디오 X+U 브랜드로 전개한이다.
4566,차별화 경험(eXtraordinary eXperience) 제공 콘텐츠 공급망 확장(eXpand) 최상(Ultimate)의 고객만족 언제 어디서나(Ubiquitous) 이용 가능한 멀티 플랫폼 지원을 사업 목표로 한다.
4567,LG유플러스는 콘텐츠 브랜드 론칭과 함께 키즈부터 버라이어티 드라마 다큐멘터리 등 장르 관계없이 고객 수요를 반영한 콘텐츠를 제작해 U+tv와 U+모바일tv 아이돌플러스 스포키 아이들나라 등 자사 핵심 플랫폼 경쟁력을 강화할 계획이다.
4568,LG유플러스는 스튜디오 X+U 첫 프로젝트로 스포츠 팩추얼 시리즈 티빙 오리지널 아워게임 을 제작해 내년에 공개한다.
4569,올해 류지현 감독 지휘 아래 역대급 성적을 올리며 포스트시즌을 치르고 있다.
4570,이덕재 LG유플러스 최고콘텐츠책임자(CCO·전무)는 다양한 디지털 플랫폼에 맞춘 혁신 환경 조성을 위해 형식·경험 측면에서 차별화를 시도하고 있다며 새로운 콘텐츠 창작으로 놀이 플랫폼과 성장케어 플랫폼 성장동력이 되고 고객 경험의 가치를 높여나갈 것이라고 말했다.
4571,이를 위해 최첨단 기술력을 집약해 시간과 공간 차원의 경계를 허무는 XR 콘서트 방식으로 기획했다고 밝혔다.
4572,무한대로 확장되는 무대와 초대형 커브형 LED에 언리얼 엔진으로 구현된 리얼타임 그래픽이 빌리의 음악 스토리텔링과 결합돼 시공간을 뛰어넘어 역대급 스케일의 무대와 드라마틱한 경험을 선사할 전망이다.
4573,이번 XR 콘서트는 한국콘텐츠진흥원이 운영하는 올림픽공원 KOCCA 뮤직스튜디오와 경기도 하남에 위치한 아시아 최대 규모의 버추얼 스튜디오 브이에이 스튜디오(VA Studio)에서 진행한다.
4574,또한 영국 NME 일본 오리콘 뉴스 빌보드 재팬을 비롯한 많은 외신이 빌리의 예술적인 아이덴티티를 집중 조명하기도 했다.
4575,이는 당시 걸그룹 데뷔 앨범 초동(발매일 기준 일주일 동안의 음반 판매량) 신기록이었다.
4576,르세라핌은 일본에서 정식으로 데뷔를 하지 않은 신인임에도 데뷔 앨범 ‘FEARLESS’에 이어 올해만 두 번째로 오리콘 주간 합산 랭킹 정상에 올랐다.
4577,고유진은 “형들과 같이 좋은 추억을 만들 수 있는 무대가 되지 않을까 한다며 많은 음악팬들의 기대감을 자극한다.
4578,또한 “이번 ‘불후’ 출연 목표는 박재정의 우승이라고 밝혔던 KCM은 극강의 애절 보이스를 주무기로 한 무대를 예고한다.
4579,애프터스쿨 출신으로 퍼포먼스 디바의 명성을 쌓아 올린 가희가 ‘불후의 명곡’에 처음 출연한다.
4580,이번 무대를 위해 발리에서 날아온 가희는 명불허전의 강렬한 퍼포먼스와 반전 매력으로 모두의 감탄을 이끌었다는 관계자의 전언.
4581,(엑스포츠뉴스 황수연 기자) ‘머니게임’ ‘피의 게임’에 이어 인간의 극한 생존 본능을 그리는 리얼리티 ‘버튼게임’이 베일을 벗는다.
4582,특히 ‘머니게임’ ‘피의 게임’을 히트시킨 진용진이 기획에 참여한 세 번째 게임 시리즈로 알려지면서 기회 단계부터 ‘생존 배틀 리얼리티’ 마니아들의 뜨거운 관심을 받아왔다.
4583,흰 티셔츠에 고유 번호를 단 이들은 모두 비장한 표정을 지어보이며 ‘버튼게임’에서 보여줄 활약상을 예고하는 듯하다.
4584,가장 많이 선택된 버튼을 누른 참가자들은 시드 머니를 유지하지만 나머지 버튼을 누른 참가자들은 정해진 금액 만큼을 잃게 된다.
4585,완전한 배신도 완전한 동맹도 불가능하게 만드는 흥미진진한 룰은 잔혹 서바이벌에 대한 기대를 높인다.
4586,화합과 배신 속 돈 앞에서 더 적나라해지는 인간의 욕망과 기회주의적 생존법을 낱낱이 보여 줄 전무후무 서바이벌 ‘버튼게임’에 대한 관심이 치솟는다.
4587,이들 중 손서아와 김종서는 방송을 통해 얼굴이 알려진 적이 있어 시선을 사로잡는다.
4588,손서아는 유명 가수의 뮤직비디오에 출연한 적이 있으며 걸그룹 오디션 프로그램에 출연해 이름과 얼굴을 알렸다.
4589,과연 그가 ‘극한 생존 배틀’에서 게임 BJ다운 능력치를 보여줄 수 있을지 관심이 쏠린다.
4590,기획자인 진용진은 ‘버튼게임’ 론칭을 앞두고 “(현장에서) 울었다고 밝혀 화제를 모은 바 있다.
4591,이처럼 르세라핌은 데뷔 반년 만에 음반 시장에서 놀라운 존재감을 드러내며 가파른 인기 상승세를 입증했다.
4592,오리콘 주간 합산 앨범 랭킹은 CD 판매량과 디지털 다운로드 수 스트리밍 횟수 등을 합산해 순위를 매기는 차트다.
4593,르세라핌은 일본에서 정식으로 데뷔를 하지 않은 신인임에도 데뷔 앨범 ‘FEARLESS’에 이어 올해만 두 번째로 오리콘 주간 합산 랭킹 정상에 올랐다.
4594,/무신사 제공K콘텐츠 열풍으로 일본 젊은 층의 한국 제품 선호도가 높아짐에 따라 일본 온라인 쇼핑몰에서 파는 K패션 매출도 급증하고 있다.
4595,쇼핑몰에 입점해 K패션을 전문적으로 판매하는 셀러들의 실적도 대폭 개선된 것으로 나타났다.
4596,오픈마켓에 입점하는 게 아니라 브랜드가 직접 진출한 경우에도 성공 사례가 잇따르고 있다.
4597,일본 국민 아이돌 ‘아라시’를 비롯해 유명 기획사 쟈니스 소속 아이돌 그룹 ‘스노우맨’ 등 인기 연예인이 널디 제품을 착용하면서 젊은 층 사이에서 입소문을 탔다.
4598,이 같은 K패션의 인기는 K콘텐츠의 영향으로 일본인들이 한국 패션을 많이 따라 하기 때문으로 풀이된다.
4599,(엑스포츠뉴스 김현정 기자) ‘무작정 투어-원하는대로’ 고은아가 ‘종갓집 맏며느리’를 자처하며 “수의사 남자친구를 얻고 싶다고 공개 구혼에 나섰다.
4600,여행 첫날 스케줄을 마치고 숙소로 돌아온 ‘무작정 여행단’은 고은아가 직접 만든 마늘보쌈과 매운 어묵으로 저녁 식사를 했다.
4601,고은아의 ‘손맛’에 모두가 감탄을 연발하며 ‘먹방’을 펼친 가운데 고은아는 “이렇게 시집갈 준비가 되어 있는 나인데 나를 왜 냅두는 거냐고라며 카메라를 보고 ‘급발진’해 폭소를 자아냈다.
4602,신애라는 이유리-고은아에게 “요즘 어떤 마음으로 살고 있냐고 물으며 ‘애라상담소’를 오픈했다.
4603,이유리는 “나 또한 개인 채널을 시작하며 어디까지 보여줘야 하나가 걱정이라고 고민을 드러냈다.
4604,이에 신애라는 “배우의 길을 걸어보니 결국 신비주의와 친근한 분위기 중 하나를 선택하면 되더라며 “아직 오지 않은 상황에 대한 걱정은 잠깐 내려놔도 될 것 같다며 선배다운 멋진 조언을 건네 감동을 안겼다.
4605,다음 날 아침에는 박하선이 준비한 메뉴인 김치볶음밥과 바나나브륄레로 아침 식사를 먹었다.
4606,식사 후 대화의 주제는 고은아의 요리 솜씨로 이어졌고 이유리는 “김수미 선생님의 후계자인줄 알았다고 진지하게 밝혔다.
4607,이어진 태양열 보트 탑승에서는 신애라-박하선-고은아-김종현이 한 배에 타 신나는 레저를 즐기는가 하면 혼자 보트에 오른 이유리는 옥순봉의 절경을 바라보며 명상에 빠지는 힐링 시간을 가졌다.
4608,관광을 마친 후에는 제천의 명물이라는 한정판 도넛을 사러 떠났고 아슬아슬하게 도착한 결과 ‘도넛케팅’에 극적으로 성공하며 달콤한 먹방을 이어나갔다.
4609,이 자리에서 고은아는 “본명은 방효진이고 고은아는 고소영+심은하를 합친 이름이라며 예명 탄생 비하인드를 밝히는가 하면 “걸그룹에 도전하고 싶어 소소하게 준비 중이라고 밝혀 현직 아이돌 김종현의 ‘리액션 고장’을 일으켰다.
4610,이어 “엄마 아빠가 각자의 상대역과 연기를 하는 모습을 보는 아이들의 반응이 궁금하다는 이유리의 질문에 신애라는 “아이가 ‘아빠 아까 엄마 다른 사람이랑 뽀뽀했다’고 이르더라고 밝혀 웃음을 자아내기도 했다.
4611,식사를 마친 이들은 고은아가 보고 싶어하던 ‘꽃’을 찾아 자전거로 산책에 나섰고 오랜 라이딩 끝에 넓게 펼쳐진 코스모스밭을 찾아 사진 찍기에 나섰다.
4612,노을을 배경으로 완전체 사진까지 야무지게 찍은 후에는 제천의 야경 명소인 의림지로 향해 밤 산책을 즐기며 일정을 마무리했다.
4613,고은아는 “이번 여행을 통해 낯선 사람과 함께하는 여행의 두려움을 극복했다며 “좋은 사람들과 함께해 행복했다는 소감을 밝혔다.
4614,이유리는 “은아의 매력을 더 알아갈 수 있었고 여행단과 우정을 나눌 수 있어 좋았다며 고마움을 전했다.
4615,“나중에 만나도 선 긋지 말기라는 신애라의 애교 섞인 말과 함께 모두가 따뜻한 포옹을 나누며 ‘원하는대로’의 다섯 번째 여행이 종료됐다.
4616,김태균과 이장준이 자기야 춥지 않아?라는 질문에 극과 극을 내놓자 김민정은 아이둘 아빠와 아이돌 오빠의 차이다라고 정리해 감탄을 자아낸다.
4617,당시 힘찬은 법률 대리인을 통해 가파른 외부 계단에서 에스코트 차원에서 신체에 손을 댔을 뿐 성적인 의도가 없었다.
4618,A. P 멤버로 가요계에 데뷔해 한일 양국에서 인기를 모은 힘찬은 성추행으로 물의를 빚어 팀에서 탈퇴했다.
4619,김완선은 이날 CBS라디오 김현정의 뉴스쇼에서 진행자가 종횡무진하는 활약하는 BTS나 블랙 핑크 등 후배를 보면 어떤가라고 묻자 부러워 죽겠다고 했다.
4620,그러면서 아깝다 (지금 태어났으면 BT나 블랙핑크보다) 내가 더 잘할 수 있는데라는 생각을 드러냈다.
4621,평생 그림 그릴 수 있는 좋은 취미를 갖게 됐다는 마음이 들어 좋았다며 처음엔 그림이 취미 정도였다고 했다.
4622,OSEN장우영 기자 “고은아라는 이름은 고소영+심은하의 조합…배우 고은아가 자신의 ‘예명’ 탄생 비하인드와 함께 “걸그룹 데뷔를 소소하게 준비 중이라는 깜짝 발언으로 현직 아이돌 김종현의 리액션을 고장낸다.
4623,여행 둘째 날 늦은 점심 식사를 함께한 이들은 한결 친해진 모습으로 자신의 속내를 털어놓는데 이 자리에서 고은아는 “제 본명이 방효진이라며 “고은아라는 이름은 데뷔 당시 대표님이 좋아했던 배우인 고소영+심은하를 섞어 놓은 조합이었다고 밝혀 시선을 사로잡는다.
4624,이어 고은아는 데뷔 때인 열일곱 살 ‘리즈 시절’ 사진을 찾아보던 중 “인기가 엄청 많았겠다는 김종현의 말에 “말해 뭐해~라고 화답하며 자신감을 드러낸다.
4625,고은아는 “나중에 알았는데 그 당시 모든 군인들의 ‘로망’이었다더라며 ‘군통령’으로 군림했었던 특별한 이유를 밝혀 흥미를 자극한다.
4626,그런가 하면 고은아는 “본업인 배우로서가 아닌 다른 목표가 있느냐는 신애라의 질문에 “걸그룹으로 데뷔하고 싶다고 말해 ‘인턴 가이드’ 김종현의 동공대지진을 유발한다.
4627,“걸그룹 하신다고요?라는 김종현의 ‘찐 MZ 리액션’이 폭소를 유발한 가운데 고은아는 “거창한 계획이 있는 것은 아니지만 소소하게 미팅을 진행하며 차근차근 준비 중이라고 답한다.
4628,여행 내내 귀를 쫑긋 세우게 한 고은아의 ‘만담쇼’를 기대해 달라고 밝혔다.
4629,com *재판매 및 DB 금지서울뉴시스정진아 인턴 기자 배우 임지연이 그룹 엑소(EXO) 수호와 동기 사랑 나라 사랑의 모습을 보였다.
4630,이에 수호가 노래를 부르자 임지연은 준면이가 그때는 노래를 잘하지는 않았잖아라고 말하며 거침없는 동기 사랑 나라 사랑의 모습을 보여줬다.
4631,김태균 이장준은 자기야 춥지 않아?라는 질문에 극과 극 답변을 내놓고 김민정이 아이둘 아빠와 아이돌 오빠의 차이다라고 정리한다.
4632,로또 계획이다라고 주장하고 이를 들은 이장준이 제비코인?이라고 거들어 웃음을 유발한다.
4633,지역별 케이블 채널 번호는 KBS N 홈페이지에서 확인할 수 있으며 내일은 천재의 더 많은 영상은 주요 온라인 채널(유튜브 페이스북) 및 포털 사이트에서도 찾아볼 수 있다.
4634,데뷔 앨범 ACCESS의 타이틀곡 Generation으로 무대에 오른 AAA.
4635,이들은 블랙과 화이트가 어우러진 슈트에 변주를 가미 AAA만의 특별한 키치함과 매력 팬들의 눈길을 단숨에 사로잡았다.
4636,AAA의 데뷔곡 Generation은 어디를 가든 핸드폰을 놓지 않고 셀카 틱톡을 사랑하는 지금의 소녀를 노래한 작품이다.
4637,브라스 섹션과 독특한 코러스 라인은 AAA 멤버들의 포인트 댄스와 어우러져 중독성을 더했다.
4638,에서 The First Stage를 갖고 글로벌 K-POP 팬들과 데뷔의 기쁨을 나눌 계획이다.
4639,AAA는 모든 가능성의 아이돌 트리플에스(tripleS)의 첫 디멘션(DIMENSION)이다.
4640,마스터(MASTER)로 명명된 팬들이 그래비티(Gravity) 투표를 통해 직접 김유연과 김나경 정혜린 공유빈을 AAA 멤버로 발탁해 의미를 더했다.
4641,LG트윈스 치어리더들이 LG유플러스 콘텐츠 브랜드 STUDIO X+U의 첫 콘텐츠인 스포츠 팩추얼 시리즈 티빙 오리지널 아워게임(OUR GAME)을 소개하고 있다.
4642,팩추얼은 실제 사건을 흥미롭게 보여주기 위해 표현의 벽을 허문 콘텐츠 장르를 의미한다.
4643,스튜디오 X+U는 LG유플러스가 제작하는 모든 오리지널 콘텐츠에 대한 IP(지식재산권)를 갖는 콘텐츠 브랜드다.
4644,브랜드명은 고객(U)의 즐거움을 배가(X)하고 새로운 경험을 더한다(+)는 의미를 담았다.
4645,LG유플러스는 콘텐츠 기획부터 제작 연출 유통 포맷화 공급망 제휴까지 콘텐츠 전반에 대한 모든 활동을 스튜디오 X+U 브랜드로 전개할 방침이다.
4646,브랜드 론칭과 함께 장르 관계 없이 고객 수요를 반영한 콘텐츠를 제작해 U+tv(IPTV) 및 모바일tv 아이돌플러스 스포키 아이들나라 등 자사 핵심 플랫폼 경쟁력을 강화할 계획이다.
4647,CCO(최고콘텐츠책임자)로 CJ ENM 출신 미디어 콘텐츠 전문가 이덕재 전무와 CJ ENM HYBE 등을 거친 콘텐츠IP사업담당 이상진 상무를 영입해 중책을 맡겼다.
4648,LG유플러스는 브랜드 론칭과 함께 스포츠 팩추얼 시리즈인 티빙 오리지널 아워게임을 첫 제작한다.
4649,하지만 올 시즌은 류지현 감독 지휘 아래 역대급 성적을 올리며 포스트 시즌을 치르고 있다.
4650,적지 않게 존재하지만 최근 화제를 모으거나 특별한 이슈가 있던 이들을 꼽아봤다.
4651,포스터는 최근 맥피와의 공동 인터뷰에서 인생의 이 단계에서 아이를 갖게 되면 뭔가 큰 일이 벌어질 것이라고 생각하지 않았다라며 단 하루도 후회하지 않았다라고 말했다.
4652,레니를 낳으면서 첫 엄마가 된 맥피는 항상 포스터와 아기를 갖기를 바랐지만 이뤄지지 않을 수 있다는 것을 잘 알고 있었다라고 이야기했다.
4653,또한 이 부부는 우리가 파격적인 커플이라는 것을 알고 있다라면서도 사람들이 어떻게 보든 우리는 상관하지 않는다.
4654,우리는 단지 우리의 역사 우리가 어떻게 만났고 지금 어디에 있는지에 집중하고 사랑한다라고 말했다.
4655,딸의 이름은 어거스트 프란체스카 코폴라 케이지로  케이지와 리코의 첫 아이이자 케이지의 셋째 아이다.
4656,그는 또한 전 파트너였던 크리스티나 풀턴과의 사이에 첫 아들 웨스턴을 두고 있다.
4657,당시 알팔라는 자신의 SNS에 젊은 시절 파치노의 모습과 함께 생일 축하해란 글을 띄우며 사실상 열애를 공식 인정했다.
4658,그 이전에는 아르헨티나의 배우이자 배우 레오나르도 디카프리오의 전 여자친구인 모델 카밀라 모로네의 모친 루실라 솔라와 오랜 관계를 맺고 있었다.
4659,페이지식스 등 외신에 따르면 두 사람이 셀럽 파티와 차 안 등에서 입맞춤 등 짙은 애정행각을 하는 모습이 포착됐다.
4660,현지 성형외과 의사들에 따르면 피부를 뒤로 잡아당겨 주름이 거의 없어진 모습이다.
4661,마돈나가 이렇게까지 성형을 하는 이유가 연하남과의 교제 때문이 아니냐는 시선도 있다.
4662,텐아시아김지원 기자 사진SBS 딱 한 번 간다면 방송 캡처이상이가 엑소 수호와 친분을 드러냈다.
4663,이유영은 거의 대부분이 연기를 하고 있는 유일한 학번이라고 자랑스러워했다.
4664,임지연은 수호가 노래를 부르자 준면이가 그때는 노래를 잘하지는 않았잖아라고 직설적으로 말해 웃음을 자아냈다.
4665,마지막으로 등장한 이규형은 유일하게 한예종 출신이 아니었지만 임지연을 제외하곤 다른 멤버들과 친분이 있었다.
4666,임지연이 여행 갔다 돌아오면 찐친이 될 것 같다고 하자 이규형은 찐친이 되거나 다시 안 보게 될 것이라고 장난쳤다.
4667,출발 전 멤버들에게 걸려온 전화에 이규형은 요즘 누가 차 운전하냐며 자랑했다.
4668,비행 중 이규형은 조종사의 도움을 받아 자동조정모드에서 모의 운전을 체험하며 즐거워했다.
4669,남미 투어를 통해 글로벌 팬들의 뜨거운 사랑을 받은 데 이어 홍콩 사우스차이나모닝포스트(SCMP) 미국 최대 한류 뉴스 사이트 숨피(Soompi) 등 해외 매체에서 많은 호평을 받으며 ‘글로벌 아이돌’로서의 입지를 견고히 한 베리베리는 공연 후 초고속 컴백을 알리며 ‘열일 행보’를 이어가 글로벌 K팝 팬들의 기대가 한껏 모이고 있다.
4670,선예는 비블리컬 창작 초연 뮤지컬 루쓰 출연을 확정 짓고 생애 첫 뮤지컬 무대에 오른다.
4671,루쓰는 세계 최고의 베스트셀러인 바이블 룻기를 토대로 사랑을 통해 삶의 역경과 고난을 극복하는 이방인 여자 루쓰의 일생을 조명한 작품이다.
4672,역사상 가장 유명한 커플이라고 할 수 있는 루쓰와 보아스의 사랑 이야기를 유쾌하게 풀어내 온 가족이 즐길 수 있는 힐링 뮤지컬로 재해석했다.
4673,원작 룻기의 제목은 이야기의 주인공 루쓰의 이름을 따 붙여진 것으로 바이블에서 여성의 이름이 제목이 된 경우는 룻기를 포함해 단 두 권 밖에 없을 정도로 루쓰는 수많은 이야기 속에서도 단연 돋보이는 여성이다.
4674,선예는 타이틀롤 루쓰 역을 맡아 어려움 속에서도 사랑을 잃지 않고 꿋꿋하게 앞으로 나아가는 당찬 여성의 모습을 그려낼 전망이다.
4675,R&amp;B 싱어송라이터 SAAY (쎄이)가 첫 단독 콘서트를 개최한다.
4676,쎄이의 mise-en-scène에서는 두 번째 정규 앨범 S:INEMA(씨네마)를 구성한 다양한 트랙들을 생생한 라이브로 만나볼 수 있을 전망.
4677,그간 아티스트로서 쌓아온 성과를 팬들과 처음 오롯이 나누는 자리인 만큼 쎄이는 그 어느 때보다 공연 준비에 열과 성을 기울이고 있다는 후문이다.
4678,그는 아끼는 빈티지 필름을 천천히 돌려 볼 때처럼 자신의 기억과 경험 그리고 감정들을 추억하며 앨범을 완성했다.
4679,흑백 빈티지 클래식 영화 필름을 주요 키워드로 탄생시킨 뮤직비디오도 빼놓을 수 없다.
4680,쎄이는 음악으로 말하는 사람이 되다라는 의미의 SAY에서 더 발전한 모습을 보이고자 A+의 의미를 담아 SAAY라는 이름을 탄생시켰다.
4681,퓨처 R&amp;B와 팝 R&amp;B의 케미를 당당하게 표현하는 음악적 결을 품고 있으며 작사와 작곡은 물론 안무 창작 퍼포먼스 디렉팅까지 진두지휘하는 다재다능한 아티스트다.
4682,쎄이는 백현 트와이스 에스파 등 유명 아이돌의 곡 작업에 함께했으며 뿐만 아니라 스눕 독 크러쉬 브라운아이드소울 영준 펀치넬로 우원재 저스디스 릴 모쉬핏 등 다양한 국내외 뮤지션들과도 협업하며 음악적 재능을 드러낸 바 있다.
4683,첫 무대부터 만점에 가까운 성적을 기록하며 팀 쎄이의 리더를 맡는 등 강력한 우승 후보로 급부상했다.
4684,JYP엔터테인먼트 제공OSEN장우영 기자 그룹 스트레이키즈가 컴백을 앞두고 ‘주간아이돌’에서 뛰어난 예능감을 선보인다.
4685,영단어 ‘Max’ ‘Maximum’과 ‘Accident’ ‘Incident’의 합성어로 예고 없이 닥친 ‘대형 사건’을 의미한다.
4686,MBC 호적메이트 방송 캡처헤럴드POP천윤혜기자이경규 딸 이예림이 학창시절에 아이돌 제의를 많이 받았다고 고백했다.
4687,특히 이경규를 향한 후배 개그맨들의 고마운 마음이 쏟아졌고 이예림은 때로는 진지하게 때로는 웃으며 이야기를 들었다.
4688,그러던 중 이경규에게 서운한 점이 없었냐는 말에 이예림은 중학교 고등학교 때 아이돌 섭외가 많이 왔는데 아빠가 배우는 가수하면 안 된다.
4689,창원에서 제 생활도 찍고 제 위주로 해주고 아빠와 말했더니 개선이 됐다며 대화를 통해 서운했던 점들을 해결해나갔음을 알렸다.
4690,하나 있다며 우리 녹화할 때 이용당한다는 생각하지 말고 오라면 오고 가라면 가라고 덧붙여 웃음을 자아냈다.
4691,그러자 조혜련이 언성을 높인 적은 없냐고 물었고 이예림은 언성을 높인 적은 있다.
4692,그렇게 말싸움이 붙었는데 네 말 듣고 있다고 해서 언성 높이지 마 했다고 말했다.
4693,이예림의 버럭에 이경규의 후배들은 빵 터졌고 이경규도 깜짝 놀라며 처음 들었다.
4694,이경규의 호통을 쏙 빼닮은 이예림의 언성은 이들이 왜 호적메이트인지 알 수 있게 했다.
4695,뿐만 아니라 과거 아이돌 제의를 많이 받았지만 아이돌을 하지 않은 사연에 대해서도 공개해 눈길을 모았다.
4696,이처럼 르세라핌은 데뷔 반년 만에 음반 시장에서 놀라운 존재감을 드러내며 가파른 인기 상승세를 입증했다.
4697,르세라핌은 일본에서 정식으로 데뷔를 하지 않은 신인임에도 데뷔 앨범에 이어 올해만 두 번째로 오리콘 주간 합산 랭킹 정상에 올랐다.
4698,(궁금해해주신 지스타 스케줄도 이번엔 빠빠이) 잘먹구 잘쉬어보겠습니다!라고 전했다.
4699,이를 접한 권이슬 김효진 등 많은 유명인부터 이세계 아이돌 멤버 아이네 릴파 등도 축하 댓글을 남겼다.
4700,세븐틴에서 래퍼 포지션을 맡고 있는 원우는 가로로 긴 눈과 날렵한 코로 세련미를 과시해 모델 같은 매력을 발산하는 멤버다.
4701,특히 전애옹이라는 별명이 있을 정도로 팬들과 세븐틴 멤버들 사이에서는 이미 고양이상으로 유명하다.
4702,원우는 생김새 뿐 아니라 실제로 고양이를 가장 좋아하는 동물로 뽑을 정도로 고양이와 인연이 깊고 오랫동안 밥을 챙겨주는 친한 길고양이가 있다고 밝힌 적이 있다.
4703,원우는 그룹 내 랩을 담당하고 있지만 독특한 음색과 특유의 감성으로 여러 발라드를 소화해 전발라 별명을 얻을 정도로 노래를 잘 부르며 깔끔한 춤선이 돋보이는 댄서로서의 실력도 가지고 있다.
4704,기부 결과는 아이돌챔프 앱과 동물권행동 카라 홈페이지에서 확인할 수 있다.
4705,SBS F!L 제공아이돌그룹 DKZ(디케이지)가 예능감부터 남다른 그림 실력까지 발휘하며 ‘만능돌’로 자리매김했다.
